inSize, fSize, paretoSize, maxBeat, avgBeat, maxChord, avgChord, maxStep, avgStep
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
499,1,1,0.44999998807907104,0.44999998807907104,0.760869562625885,0.760869562625885,0.28260868787765503,0.28260868787765503
498,2,2,0.44999998807907104,0.44999998807907104,0.760869562625885,0.7208603024482727,0.3617021143436432,0.3221554011106491
496,4,3,0.44999998807907104,0.44999998807907104,0.760869562625885,0.7277308702468872,0.375,0.3254798725247383
495,5,3,0.44999998807907104,0.40999999046325686,0.760869562625885,0.6977402567863464,0.375,0.3226061224937439
495,5,3,0.44999998807907104,0.40999999046325686,0.760869562625885,0.6977402567863464,0.375,0.3226061224937439
492,8,4,0.5,0.4124999940395355,0.760869562625885,0.6795050650835037,0.40909090638160706,0.3441593125462532
490,10,4,0.5,0.39499999582767487,0.760869562625885,0.6674676895141601,0.40909090638160706,0.33858502507209776
481,19,5,0.5,0.3684210510630357,0.7954545617103577,0.6391500313031045,0.4318181872367859,0.3305286412176333
475,25,6,0.5,0.3699999988079071,0.7954545617103577,0.6343288719654083,0.44186046719551086,0.3259959959983826
469,31,6,0.5,0.3629032258064516,0.7954545617103577,0.6277644422746473,0.44186046719551086,0.32128008046457845
464,36,6,0.5,0.36666666716337204,0.7954545617103577,0.624829520781835,0.44186046719551086,0.31711139488551354
457,43,5,0.5,0.3686046517172525,0.7954545617103577,0.6271617301674777,0.44186046719551086,0.30923127434974496
450,50,5,0.5,0.36600000083446504,0.7954545617103577,0.6183854526281357,0.44186046719551086,0.3028838548064232
445,55,6,0.5,0.36545454642989417,0.8723404407501221,0.6154357709667899,0.44186046719551086,0.29983806799758567
441,59,7,0.5,0.3652542382478714,0.8723404407501221,0.6202391653747882,0.44186046719551086,0.2996577602826943
438,62,7,0.5,0.3620967749626406,0.8723404407501221,0.6188680640151424,0.44186046719551086,0.2987920850996048
435,65,8,0.5,0.3623076929495885,0.8723404407501221,0.6214820793041816,0.44186046719551086,0.2995121705990571
429,71,8,0.5,0.361267606137504,0.8723404407501221,0.6198564830800177,0.44186046719551086,0.29580632145975677
420,80,9,0.550000011920929,0.3612500008195639,0.8723404407501221,0.6180070143193006,0.44186046719551086,0.2950977634638548
413,87,9,0.550000011920929,0.35977011559338407,0.8723404407501221,0.6242250851516066,0.44186046719551086,0.2969259212071868
405,95,9,0.550000011920929,0.35684210611017125,0.8723404407501221,0.6245043506747798,0.44186046719551086,0.29771483948356225
399,101,9,0.550000011920929,0.3599009907776766,0.8723404407501221,0.6287425936448692,0.44186046719551086,0.29538938816231075
394,106,9,0.550000011920929,0.35896226496628997,0.8723404407501221,0.628441149614892,0.44186046719551086,0.2970522909231906
385,115,9,0.550000011920929,0.35347826208757316,0.8723404407501221,0.623174925731576,0.44186046719551086,0.2969130203775738
382,118,9,0.550000011920929,0.3529661028819569,0.8723404407501221,0.6228546495154753,0.44186046719551086,0.2977786749853926
369,131,9,0.550000011920929,0.3538167947576246,0.8723404407501221,0.6255448428729108,0.44186046719551086,0.29977639781609744
360,140,9,0.550000011920929,0.3507142865232059,0.8723404407501221,0.6227795869112015,0.44186046719551086,0.30175563586609705
348,152,9,0.550000011920929,0.35296052713927467,0.8723404407501221,0.620686079130361,0.44186046719551086,0.3000522000028899
339,161,9,0.550000011920929,0.35341614966066726,0.8723404407501221,0.6203563714989965,0.44186046719551086,0.2988944375737113
331,169,10,0.550000011920929,0.35414201232808584,0.8723404407501221,0.6218849926657931,0.44186046719551086,0.2997037276361116
320,180,12,0.550000011920929,0.35388888940215113,0.8958333134651184,0.6234565272927284,0.44186046719551086,0.2990736848778195
310,190,12,0.550000011920929,0.3518421057807772,0.8958333134651184,0.6220656652199594,0.44186046719551086,0.29833623068897347
299,201,13,0.550000011920929,0.35398010005108754,0.8958333134651184,0.6234675036437476,0.5121951103210449,0.298964737585528
284,216,13,0.550000011920929,0.35462963015392973,0.8958333134651184,0.6244456173369178,0.5121951103210449,0.2980131360667723
276,224,13,0.550000011920929,0.35647321465824333,0.8958333134651184,0.6245610898892794,0.5121951103210449,0.29720185530771104
262,238,13,0.550000011920929,0.35672268947633373,0.8958333134651184,0.6241312561666265,0.5121951103210449,0.29713643166948767
249,251,13,0.550000011920929,0.35517928336721016,0.8958333134651184,0.6214069548356106,0.5121951103210449,0.2965645902897732
241,259,6,0.550000011920929,0.35444015483138186,0.9047619104385376,0.6220301985740662,0.5121951103210449,0.2979433710855867
228,272,6,0.550000011920929,0.3534926476285738,0.9047619104385376,0.6241928929572597,0.5121951103210449,0.298078495735193
218,282,6,0.550000011920929,0.3517730504485732,0.9047619104385376,0.6223777992294189,0.5121951103210449,0.29813057390299247
206,294,6,0.550000011920929,0.35187074917108835,0.9047619104385376,0.6222043968990546,0.5121951103210449,0.29734206290877596
197,303,6,0.550000011920929,0.3509900999246257,0.9047619104385376,0.6220592202329793,0.5121951103210449,0.29747045787647614
191,309,6,0.550000011920929,0.3506472501843493,0.9047619104385376,0.6226179218793764,0.5121951103210449,0.2971760587206165
183,317,6,0.550000011920929,0.35078864452966757,0.9047619104385376,0.6224085900121683,0.5121951103210449,0.296816514023471
177,323,6,0.550000011920929,0.35092879356614576,0.9047619104385376,0.6225857266885209,0.5121951103210449,0.29620485538299607
173,327,6,0.550000011920929,0.3510703374304174,0.9047619104385376,0.6229744778678322,0.5121951103210449,0.2961018983194952
166,334,6,0.550000011920929,0.35119760589685267,0.9047619104385376,0.6231371786244615,0.5121951103210449,0.29612001955152273
162,338,6,0.550000011920929,0.351035504034285,0.9047619104385376,0.623460852094656,0.5121951103210449,0.2961525598309449
155,345,6,0.550000011920929,0.350289856199769,0.9047619104385376,0.62417623055154,0.5121951103210449,0.2968923631785572
145,355,6,0.550000011920929,0.3491549306562249,0.9047619104385376,0.6231505890127639,0.5121951103210449,0.2965229049115114
134,366,6,0.550000011920929,0.3476775967073245,0.9047619104385376,0.620653174369713,0.5121951103210449,0.2963563637411008
130,370,6,0.550000011920929,0.34837837946173306,0.9047619104385376,0.6210796226520796,0.5121951103210449,0.2962615985322643
126,374,7,0.550000011920929,0.34959893157695704,0.9047619104385376,0.6225728752778813,0.5121951103210449,0.29589988701643155
123,377,7,0.550000011920929,0.35000000105533424,0.9047619104385376,0.6230719002551678,0.5121951103210449,0.2957157033349854
119,381,7,0.550000011920929,0.35013123464787727,0.9047619104385376,0.6231898698281115,0.5121951103210449,0.2951659433485016
116,384,7,0.550000011920929,0.3498697927570902,0.9047619104385376,0.623075880886366,0.5121951103210449,0.29521017358638346
112,388,7,0.550000011920929,0.3502577329534538,0.9047619104385376,0.6233699000680569,0.5121951103210449,0.2949348749957748
109,391,7,0.550000011920929,0.35038363264725947,0.9047619104385376,0.6233064517035813,0.5121951103210449,0.29497895265936547
104,396,8,0.6000000238418579,0.3507575768450595,0.9166666865348816,0.6235977442878665,0.5121951103210449,0.2949466070517747
98,402,8,0.6000000238418579,0.35087064792638395,0.9166666865348816,0.6229025570314322,0.5121951103210449,0.2947139123556626
94,406,8,0.6000000238418579,0.35061576472494405,0.9166666865348816,0.6222364923049664,0.5121951103210449,0.29438910985668304
87,413,8,0.6000000238418579,0.34975787046530055,0.9166666865348816,0.6222818288907012,0.5121951103210449,0.293864000038431
84,416,8,0.6000000238418579,0.34915865511776734,0.9166666865348816,0.6218986127239007,0.5121951103210449,0.29362388198765427
81,419,8,0.6000000238418579,0.3490453473245614,0.9166666865348816,0.621827768682011,0.5121951103210449,0.2934072566060861
77,423,8,0.6000000238418579,0.34858156150607633,0.9166666865348816,0.6217789638690633,0.5121951103210449,0.29342034797296457
72,428,8,0.6000000238418579,0.3485981320492297,0.9166666865348816,0.6216032467434339,0.5121951103210449,0.2933190795375365
68,432,8,0.6000000238418579,0.3482638901203043,0.9166666865348816,0.6221454026246512,0.5121951103210449,0.29394060083561474
63,437,8,0.6000000238418579,0.3493135023342117,0.9166666865348816,0.6229422517990356,0.5121951103210449,0.29352044973957186
60,440,8,0.6000000238418579,0.3482954557138411,0.9166666865348816,0.6226390776986426,0.5121951103210449,0.29368174262344837
55,445,8,0.6000000238418579,0.3479775292317519,0.9166666865348816,0.6223301806476679,0.5121951103210449,0.2933290473195944
49,451,8,0.6000000238418579,0.3480044357032575,0.9166666865348816,0.6220120037606445,0.5121951103210449,0.2929378522935833
49,451,8,0.6000000238418579,0.3480044356702172,0.9166666865348816,0.6224722552325932,0.5121951103210449,0.2933743752027034
47,453,8,0.6000000238418579,0.34779249554372516,0.9166666865348816,0.6224308555357767,0.5121951103210449,0.2934785249414823
45,455,8,0.6000000238418579,0.3479120889699066,0.9166666865348816,0.6225648980219286,0.5121951103210449,0.2934393862119088
40,460,8,0.6000000238418579,0.3480434793331053,0.9166666865348816,0.6226599924590277,0.5121951103210449,0.2932010000490624
38,462,8,0.6000000238418579,0.3479437240242184,0.9166666865348816,0.622431890595527,0.5121951103210449,0.29341308843521846
36,464,8,0.6000000238418579,0.34784482867489086,0.9166666865348816,0.6224267198222464,0.5121951103210449,0.29337594622810337
35,465,8,0.6000000238418579,0.34784946343911594,0.9166666865348816,0.6224322537581126,0.5121951103210449,0.29328266462331176
35,465,8,0.6000000238418579,0.34752688279715915,0.9166666865348816,0.6224363267421722,0.5121951103210449,0.2935311168432236
34,466,8,0.6000000238418579,0.34742489380386254,0.9166666865348816,0.6224534908717282,0.5121951103210449,0.29336772667236083
34,466,8,0.6000000238418579,0.34828326288338896,0.9166666865348816,0.6237227730612898,0.5121951103210449,0.29339299565221105
